  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    0.6240    16.9956      1.2100e-04           5.5866e+03      2.1235e-03
    0.6489    17.2735      8.1000e-05           6.0323e+03      1.3761e-03
    0.6739    17.5009      7.2000e-05           6.5038e+03      1.1916e-03
    0.6989    17.6729      1.0700e-04           6.9579e+03      1.7366e-03
    0.7238    17.7899      1.2300e-04           7.3401e+03      1.9701e-03
    0.7488    17.8576      1.8500e-04           7.6156e+03      2.9407e-03
    0.7737    17.8847      1.6800e-04           7.7843e+03      2.6624e-03
    0.7987    17.8795      4.0700e-04           7.8634e+03      6.4538e-03
    0.8237    17.8486      2.7200e-04           7.8815e+03      4.3280e-03
    0.8486    17.7960      3.9700e-04           7.8489e+03      6.3544e-03
    0.8736    17.7240      3.7100e-04           7.7797e+03      5.9866e-03
    0.8985    17.6640      3.3800e-04           5.3000e+03      5.4912e-03
    0.9235    17.9084      3.2700e-04           5.4705e+03      5.1685e-03
    0.9484    18.1157      3.7700e-04           5.6166e+03      5.8232e-03
    0.9734    18.2809      7.7900e-04           5.7023e+03      1.1816e-02
    0.9984    18.3994      7.8400e-04           5.6982e+03      1.1739e-02
    1.0078    18.4103      7.3800e-04           5.6879e+03      1.1037e-02
    1.0172    18.4192      6.9900e-04           5.6707e+03      1.0444e-02
    1.0266    18.4262      7.6800e-04           5.6478e+03      1.1466e-02
    1.0360    18.4316      8.0800e-04           5.6221e+03      1.2056e-02
    1.0454    18.4355      6.0400e-04           5.5895e+03      9.0086e-03
    1.0548    18.4381      8.3800e-04           5.5547e+03      1.2495e-02
    1.0643    18.4395      6.7100e-04           5.5201e+03      1.0004e-02
    1.0737    18.4399      4.9100e-04           5.4828e+03      7.3197e-03
    1.0831    18.4395      5.9700e-04           5.4454e+03      8.9003e-03
    1.0925    18.4383      8.6700e-04           5.4078e+03      1.2927e-02
    1.1019    18.4366      7.0200e-04           5.3693e+03      1.0469e-02
    1.1113    18.4344      5.3600e-04           5.3330e+03      7.9953e-03
    1.1207    18.4318      5.6400e-04           5.2981e+03      8.4154e-03
    1.1302    18.4289      8.2200e-04           5.2621e+03      1.2269e-02
    1.1396    18.4258      5.5800e-04           5.2293e+03      8.3313e-03
    1.1490    18.4226      6.5900e-04           5.1994e+03      9.8427e-03
    1.1584    18.4194      1.1330e-03           5.1697e+03      1.6928e-02
    1.1678    18.4161      6.7000e-04           5.1427e+03      1.0014e-02
    1.1772    18.4130      6.7600e-04           5.1166e+03      1.0107e-02
    1.1866    18.4099      1.8600e-04           5.0922e+03      2.7819e-03
    1.1960    18.4071      2.6800e-04           5.0721e+03      4.0095e-03
    1.2055    18.4044      2.5800e-04           5.0531e+03      3.8611e-03
    1.2149    18.4019      1.9800e-04           5.0342e+03      2.9639e-03
    1.2243    18.3997      1.3000e-04           5.0205e+03      1.9465e-03
    1.2337    18.3979      1.4000e-04           5.0080e+03      2.0966e-03
    1.2431    18.3963      1.4400e-04           4.9976e+03      2.1569e-03
    1.2525    18.3950      9.9000e-05           4.9900e+03      1.4831e-03
    1.2619    18.3941      8.4000e-05           4.9832e+03      1.2585e-03
    1.2714    18.3936      1.6000e-05           4.9798e+03      2.3973e-04
    1.2808    18.3934      6.2000e-05           4.9797e+03      9.2896e-04
    1.2878    18.3935      4.7000e-05           4.9803e+03      7.0421e-04
    1.2949    18.3938      6.9000e-05           4.9807e+03      1.0338e-03
    1.3020    18.3943      3.9000e-05           4.9847e+03      5.8429e-04
    1.3090    18.3950      9.9000e-05           4.9900e+03      1.4831e-03
    1.3161    18.3959      1.0000e-04           4.9957e+03      1.4979e-03
    1.3231    18.3970      1.4000e-04           5.0028e+03      2.0968e-03
    1.3302    18.3983      1.2200e-04           5.0116e+03      1.8270e-03
    1.3373    18.3997      1.3000e-04           5.0205e+03      1.9465e-03
    1.3443    18.4014      2.7900e-04           5.0306e+03      4.1767e-03
    1.3514    18.4031      3.3400e-04           5.0433e+03      4.9991e-03
    1.3584    18.4050      1.8400e-04           5.0573e+03      2.7534e-03
    1.3655    18.4071      2.6800e-04           5.0721e+03      4.0095e-03
    1.3726    18.4092      2.4800e-04           5.0864e+03      3.7095e-03
    1.3796    18.4114      3.7500e-04           5.1035e+03      5.6077e-03
    1.3867    18.4138      7.6600e-04           5.1230e+03      1.1452e-02
    1.3937    18.4161      6.7000e-04           5.1427e+03      1.0014e-02
    1.4008    18.4186      8.4100e-04           5.1623e+03      1.2566e-02
    1.4079    18.4210      5.7400e-04           5.1842e+03      8.5746e-03
    1.4149    18.4234      4.6900e-04           5.2069e+03      7.0043e-03
    1.4220    18.4258      5.5800e-04           5.2293e+03      8.3313e-03
    1.4290    18.4281      7.7800e-04           5.2538e+03      1.1613e-02
    1.4361    18.4303      8.5600e-04           5.2799e+03      1.2774e-02
    1.4432    18.4324      7.2300e-04           5.3069e+03      1.0787e-02
    1.4502    18.4344      5.3600e-04           5.3330e+03      7.9953e-03
    1.4573    18.4361      7.3400e-04           5.3598e+03      1.0947e-02
    1.4643    18.4375      6.1700e-04           5.3883e+03      9.2005e-03
    1.4714    18.4387      8.9000e-04           5.4175e+03      1.3270e-02
    1.4785    18.4395      5.9700e-04           5.4454e+03      8.9003e-03
    1.4855    18.4399      5.1000e-04           5.4733e+03      7.6030e-03
    1.4926    18.4398      6.8700e-04           5.5022e+03      1.0242e-02
    1.4996    18.4392      5.1000e-04           5.5291e+03      7.6035e-03
    1.5067    18.4381      8.3800e-04           5.5547e+03      1.2495e-02
    1.5138    18.4363      6.7600e-04           5.5803e+03      1.0082e-02
    1.5208    18.4337      8.9800e-04           5.6063e+03      1.3396e-02
    1.5279    18.4304      9.5700e-04           5.6283e+03      1.4281e-02
    1.5349    18.4262      7.6800e-04           5.6478e+03      1.1466e-02
    1.5420    18.4211      8.4900e-04           5.6648e+03      1.2683e-02
    1.5491    18.4150      6.1800e-04           5.6800e+03      9.2379e-03
    1.5561    18.4078      9.4500e-04           5.6916e+03      1.4137e-02
    1.5632    18.3994      7.8400e-04           5.6982e+03      1.1739e-02
    1.5841    18.2831      8.6000e-04           5.7113e+03      1.3042e-02
    1.6051    18.1258      6.6800e-04           5.6560e+03      1.0307e-02
    1.6261    17.9337      4.2100e-04           5.5609e+03      6.6355e-03
    1.6470    17.7123      3.8100e-04           5.4485e+03      6.1561e-03
    1.6680    17.7627      4.4300e-04           7.8777e+03      7.1173e-03
    1.6890    17.8467      5.2700e-04           7.9881e+03      8.3874e-03
    1.7099    17.9115      2.1400e-04           8.0659e+03      3.3813e-03
    1.7309    17.9562      1.6300e-04           8.0985e+03      2.5626e-03
    1.7519    17.9799      3.6300e-04           8.0832e+03      5.6920e-03
    1.7728    17.9292      5.2800e-04           3.8321e+03      8.3261e-03
    1.7938    17.7351      1.5790e-03           3.7697e+03      2.5447e-02
    1.8148    17.5362      9.9900e-04           3.7015e+03      1.6467e-02
    1.8357    17.3338      1.3150e-03           3.6273e+03      2.2185e-02
    1.8567    17.1291      1.3240e-03           3.5477e+03      2.2874e-02
    1.8777    16.9232      1.3700e-03           3.4660e+03      2.4249e-02
    1.8986    16.7172      6.9400e-04           3.3829e+03      1.2588e-02
    1.9196    16.5120      5.8400e-04           3.2987e+03      1.0858e-02
    1.9405    16.3086      2.4300e-04           3.2139e+03      4.6313e-03
    1.9615    16.1079      3.2900e-04           3.1293e+03      6.4276e-03
    1.9825    15.9107      1.4800e-04           3.0468e+03      2.9636e-03
    2.0034    15.7179      1.6400e-04           2.9648e+03      3.3650e-03
    2.0244    15.5302      1.4000e-04           2.8843e+03      2.9424e-03
    2.0454    15.3484      1.2200e-04           2.8060e+03      2.6252e-03
    2.0663    15.1732      1.1300e-04           2.7301e+03      2.4880e-03
    2.0873    15.0053      7.9000e-05           2.6565e+03      1.7786e-03
    2.1083    14.8452      1.4100e-04           2.5857e+03      3.2432e-03
    2.1292    14.6935      1.1600e-04           2.5195e+03      2.7236e-03
    2.1502    14.5509      1.3000e-04           2.4570e+03      3.1124e-03
    2.1712    14.4178      1.1500e-04           2.3987e+03      2.8043e-03
    2.1921    14.2947      1.6300e-04           2.3438e+03      4.0436e-03
    2.2131    14.1820      1.5300e-04           2.2942e+03      3.8561e-03
    2.2341    14.0801      1.2400e-04           2.2491e+03      3.1706e-03
    2.2550    13.9894      2.0900e-04           2.2096e+03      5.4135e-03
    2.2760    13.9101      1.1000e-04           2.1749e+03      2.8818e-03
    2.2970    13.8426      2.1000e-04           2.1452e+03      5.5554e-03
    2.3179    13.7870      1.2400e-04           2.1211e+03      3.3068e-03
    2.3389    13.7436      1.3600e-04           2.1018e+03      3.6498e-03
    2.3598    13.7125      1.4600e-04           2.0880e+03      3.9360e-03
    2.3808    13.6938      1.3400e-04           2.0798e+03      3.6223e-03
    2.4018    13.6876      6.1000e-05           2.0774e+03      1.6505e-03
    2.4153    13.6938      5.6000e-05           2.0871e+03      1.5138e-03
    2.4289    13.7116      8.4000e-05           2.1165e+03      2.2648e-03
    2.4424    13.7390      8.3000e-05           2.1633e+03      2.2289e-03
    2.4560    13.7778      7.8000e-05           2.2265e+03      2.0829e-03
    2.4695    13.8262      8.7000e-05           2.3054e+03      2.3070e-03
    2.4830    13.8829      7.4000e-05           2.3976e+03      1.9463e-03
    2.4966    13.9466      8.4000e-05           2.5013e+03      2.1891e-03
    2.5101    14.0158      9.3000e-05           2.6145e+03      2.3998e-03
    2.5237    14.0889      1.0800e-04           2.7355e+03      2.7580e-03
    2.5372    14.1646      1.3800e-04           2.8628e+03      3.4866e-03
    2.5508    14.2417      1.0500e-04           2.9946e+03      2.6242e-03
    2.5643    14.3192      1.6000e-04           3.1298e+03      3.9556e-03
    2.5778    14.3963      2.2300e-04           3.2676e+03      5.4542e-03
    2.5914    14.4720      1.7100e-04           3.4069e+03      4.1387e-03
    2.6049    14.5458      2.0500e-04           3.5470e+03      4.9114e-03
    2.6185    14.6169      9.9000e-05           3.6868e+03      2.3488e-03
    2.6320    14.6851      1.6600e-04           3.8257e+03      3.9020e-03
    2.6456    14.7498      1.5800e-04           3.9632e+03      3.6814e-03
    2.6591    14.8109      1.8700e-04           4.0988e+03      4.3212e-03
    2.6726    14.8680      2.6400e-04           4.2325e+03      6.0538e-03
    2.6862    14.9175      1.3200e-04           4.3642e+03      3.0069e-03
    2.6997    14.9627      2.8000e-04           4.4936e+03      6.3397e-03
    2.7133    15.0039      4.0900e-04           4.6206e+03      9.2097e-03
    2.7268    15.0412      4.4000e-04           4.7312e+03      9.8587e-03
    2.7404    15.0750      4.8800e-04           4.8499e+03      1.0885e-02
    2.7539    15.1055      5.5700e-04           4.9661e+03      1.2374e-02
    2.7675    15.1330      6.4200e-04           5.0798e+03      1.4211e-02
    2.7810    15.1579      7.5900e-04           5.1906e+03      1.6745e-02
    2.7945    15.1802      7.3400e-04           5.2982e+03      1.6146e-02
    2.8081    15.2003      1.1410e-03           5.4023e+03      2.5033e-02
    2.8216    15.2183      1.3890e-03           5.5024e+03      3.0402e-02
    2.8352    15.2344      1.3200e-03           5.5977e+03      2.8831e-02
    2.8487    15.2486      1.7020e-03           5.6877e+03      3.7105e-02
    2.8623    15.2610      2.4070e-03           5.7815e+03      5.2389e-02
    2.8758    15.2715      2.5060e-03           5.8558e+03      5.4469e-02
    2.8893    15.2802      4.0950e-03           5.9228e+03      8.8905e-02
    2.9029    15.2870      4.6570e-03           5.9819e+03      1.0102e-01
    2.9164    15.2919      5.4340e-03           6.0324e+03      1.1779e-01
    2.9300    15.2949      5.0460e-03           6.0739e+03      1.0934e-01
    2.9435    15.2960      6.7300e-04           6.1058e+03      1.4581e-02
    2.9760    15.3021      5.1120e-03           6.0424e+03      1.1067e-01
    3.0085    15.3204      2.3850e-03           5.9841e+03      5.1508e-02
    3.0409    15.3509      1.1750e-03           5.9293e+03      2.5276e-02
    3.0734    15.3935      1.7900e-04           5.8811e+03      3.8292e-03
    3.1059    15.4480      1.4000e-04           5.8388e+03      2.9738e-03
    3.1384    15.5143      2.7000e-05           5.8018e+03      5.6863e-04
    3.1708    15.5922      1.3000e-05           5.7709e+03      2.7106e-04
    3.2033    15.6813      7.0000e-06           5.7466e+03      1.4430e-04
    3.2358    15.7816      5.0000e-06           5.7309e+03      1.0176e-04
    3.2683    15.8930      5.0000e-06           5.7260e+03      1.0034e-04
    3.3007    16.0159      7.0000e-06           5.7340e+03      1.3833e-04
    3.3332    16.1520      1.1000e-05           5.7646e+03      2.1373e-04
    3.3657    16.3027      3.0000e-05           5.9773e+03      5.7218e-04
    3.3981    16.3787      1.1400e-04           7.3831e+03      2.1542e-03
    3.4306    16.3875      3.1200e-04           7.5205e+03      5.8892e-03
    3.4631    16.4105      2.9300e-04           6.7714e+03      5.5151e-03
    3.4956    16.5928      5.0000e-05           5.1600e+03      9.2058e-04
    3.5280    16.7763      1.0100e-04           5.2490e+03      1.8191e-03
    3.5605    16.9410      1.2900e-04           5.2937e+03      2.2785e-03
    3.5930    17.0961      1.9400e-04           5.2960e+03      3.3646e-03
    3.6255    17.2431      2.5100e-04           5.3098e+03      4.2793e-03
    3.6579    16.9139      7.4300e-04           7.2408e+03      1.3165e-02
    3.6904    16.6492      1.2580e-03           9.2725e+03      2.3005e-02
    3.7229    16.7112      1.6180e-03           8.9514e+03      2.9369e-02
    3.7554    16.8070      1.8300e-03           8.9592e+03      3.2840e-02
    3.7878    16.9160      1.7830e-03           9.0315e+03      3.1585e-02
    3.8203    17.0353      2.8240e-03           9.1152e+03      4.9328e-02
    3.8528    17.1627      1.6280e-03           9.1919e+03      2.8016e-02
    3.8852    17.2906      6.7800e-04           9.0179e+03      1.1496e-02
    3.9177    17.1111      5.6000e-05           7.2012e+03      9.6953e-04
    3.9502    16.7920      1.1300e-04           7.8622e+03      2.0314e-03
    3.9827    16.4476      1.3900e-04           8.4529e+03      2.6046e-03
    4.0151    16.0943      3.1300e-04           8.9863e+03      6.1253e-03
    4.0476    15.7445      3.3200e-04           9.4770e+03      6.7891e-03
    4.0801    15.4077      2.3700e-04           9.9434e+03      5.0606e-03
    4.1126    15.0913      2.5100e-04           1.0381e+04      5.5866e-03
    4.1450    14.8002      6.0800e-04           1.0786e+04      1.4070e-02
    4.1775    14.5361      5.6100e-04           1.1129e+04      1.3459e-02
    4.2100    14.2979      2.7400e-04           1.1392e+04      6.7942e-03
    4.2424    14.0820      1.2700e-04           1.1570e+04      3.2464e-03

    0.0000    15.2960      6.7300e-04           6.1058e+03      1.4581e-02
    0.0250    15.3010      5.7900e-03           6.0472e+03      1.2536e-01
    0.0499    15.3158      4.8420e-03           5.9824e+03      1.0463e-01
    0.0749    15.3402      2.4070e-03           5.9077e+03      5.1849e-02
    0.0998    15.3742      2.4530e-03           5.8313e+03      5.2607e-02
    0.1248    15.4174      1.6270e-03           5.7511e+03      3.4697e-02
    0.1498    15.4696      1.3420e-03           5.6717e+03      2.8427e-02
    0.1747    15.5303      8.8800e-04           5.5935e+03      1.8663e-02
    0.1997    15.5992      1.3240e-03           5.5170e+03      2.7581e-02
    0.2246    15.6757      8.4600e-04           5.4428e+03      1.7452e-02
    0.2496    15.7594      9.4900e-04           5.3714e+03      1.9369e-02
    0.2746    15.8495      9.3400e-04           5.3018e+03      1.8847e-02
    0.2995    15.9457      6.5600e-04           5.2320e+03      1.3078e-02
    0.3245    16.0473      7.7100e-04           5.1640e+03      1.5177e-02
    0.3494    16.1540      9.9800e-04           5.0976e+03      1.9387e-02
    0.3744    16.2651      1.1830e-03           5.0361e+03      2.2667e-02
    0.3993    16.3805      1.1640e-03           4.9775e+03      2.1990e-02
    0.4243    16.4995      8.7000e-04           4.9229e+03      1.6200e-02
    0.4493    16.6221      5.3400e-04           4.8747e+03      9.7971e-03
    0.4742    16.7479      5.0500e-04           4.8299e+03      9.1264e-03
    0.4992    16.8766      3.5300e-04           4.7869e+03      6.2825e-03
    0.5241    17.0080      4.2100e-04           4.7451e+03      7.3774e-03
    0.5491    17.1417      2.8300e-04           4.7067e+03      4.8821e-03
    0.5741    17.2774      3.4500e-04           4.6699e+03      5.8586e-03
    0.5990    17.4146      2.6100e-04           4.6357e+03      4.3626e-03
    0.6240    17.5530      3.1100e-04           4.6039e+03      5.1167e-03
    0.6489    17.6918      3.8500e-04           4.5755e+03      6.2351e-03
    0.6739    17.8305      3.1000e-04           4.5500e+03      4.9427e-03
    0.6989    17.9684      4.5300e-04           4.5250e+03      7.1123e-03
    0.7238    18.1049      4.9100e-04           4.4993e+03      7.5931e-03
    0.7488    18.2391      6.9000e-04           4.4716e+03      1.0514e-02
    0.7737    18.3705      8.3200e-04           4.4386e+03      1.2497e-02
    0.7987    18.4982      1.1350e-03           4.3982e+03      1.6814e-02
    0.8237    18.6216      1.0450e-03           4.3511e+03      1.5276e-02
    0.8486    18.7400      1.3830e-03           4.2957e+03      1.9962e-02
    0.8736    18.8528      8.9400e-04           4.2313e+03      1.2750e-02
    0.8985    18.9593      6.3000e-04           4.1623e+03      8.8844e-03
    0.9235    19.0590      3.2200e-04           4.1000e+03      4.4935e-03
    0.9484    19.1521      3.4100e-04           4.0621e+03      4.7125e-03
    0.9734    19.2388      4.5500e-04           4.0737e+03      6.2314e-03
    0.9984    19.3201      4.1800e-04           4.1589e+03      5.6766e-03
    1.0078    19.3305      3.2000e-04           4.1787e+03      4.3410e-03
    1.0172    19.3418      2.5400e-04           4.2050e+03      3.4417e-03
    1.0266    19.3539      2.9500e-04           4.2360e+03      3.9922e-03
    1.0360    19.3666      3.3400e-04           4.2733e+03      4.5141e-03
    1.0454    19.3797      1.9200e-04           4.3119e+03      2.5914e-03
    1.0548    19.3932      2.2600e-04           4.3529e+03      3.0461e-03
    1.0643    19.4068      2.0300e-04           4.3980e+03      2.7322e-03
    1.0737    19.4204      1.4300e-04           4.4428e+03      1.9220e-03
    1.0831    19.4340      1.4700e-04           4.4882e+03      1.9730e-03
    1.0925    19.4473      2.4300e-04           4.5332e+03      3.2570e-03
    1.1019    19.4604      1.7600e-04           4.5765e+03      2.3558e-03
    1.1113    19.4730      1.4400e-04           4.6200e+03      1.9250e-03
    1.1207    19.4852      1.1700e-04           4.6618e+03      1.5621e-03
    1.1302    19.4969      1.4000e-04           4.7004e+03      1.8669e-03
    1.1396    19.5079      1.1600e-04           4.7384e+03      1.5451e-03
    1.1490    19.5184      1.1300e-04           4.7750e+03      1.5036e-03
    1.1584    19.5282      1.6400e-04           4.8083e+03      2.1800e-03
    1.1678    19.5374      1.0600e-04           4.8400e+03      1.4077e-03
    1.1772    19.5458      1.0200e-04           4.8685e+03      1.3534e-03
    1.1866    19.5535      4.3000e-05           4.8946e+03      5.7010e-04
    1.1960    19.5605      4.0000e-05           4.9190e+03      5.2994e-04
    1.2055    19.5668      3.0000e-05           4.9417e+03      3.9720e-04
    1.2149    19.5723      2.4000e-05           4.9599e+03      3.1758e-04
    1.2243    19.5771      3.3500e-04           6.5853e+03      4.4308e-03
    1.2337    19.5812      4.7600e-04           6.5995e+03      6.2930e-03
    1.2431    19.5795      5.9800e-04           6.6101e+03      7.9073e-03
    1.2525    19.5765      5.2300e-04           6.6195e+03      6.9177e-03
    1.2619    19.5743      1.2460e-03           8.2334e+03      1.6484e-02
    1.2714    19.5730      5.6100e-04           8.2377e+03      7.4230e-03
    1.2808    19.5726      2.0800e-04           8.2400e+03      2.7523e-03
    1.2878    19.5728      1.3140e-03           8.2377e+03      1.7387e-02
    1.2949    19.5736      1.6720e-03           8.2360e+03      2.2122e-02
    1.3020    19.5748      6.3600e-04           8.2313e+03      8.4138e-03
    1.3090    19.5765      5.2300e-04           6.6195e+03      6.9177e-03
    1.3161    19.5787      3.4400e-04           6.6128e+03      4.5491e-03
    1.3231    19.5813      4.2900e-04           6.6057e+03      5.6716e-03
    1.3302    19.5802      4.6400e-04           6.5964e+03      6.1350e-03
    1.3373    19.5771      3.3500e-04           6.5853e+03      4.4308e-03
    1.3443    19.5736      2.8000e-05           4.9647e+03      3.7046e-04
    1.3514    19.5697      5.2000e-05           4.9506e+03      6.8828e-04
    1.3584    19.5653      3.2000e-05           4.9362e+03      4.2375e-04
    1.3655    19.5605      4.0000e-05           4.9190e+03      5.2994e-04
    1.3726    19.5553      3.5000e-05           4.9004e+03      4.6395e-04
    1.3796    19.5497      7.7000e-05           4.8808e+03      1.0213e-03
    1.3867    19.5437      1.2200e-04           4.8617e+03      1.6191e-03
    1.3937    19.5374      1.0600e-04           4.8400e+03      1.4077e-03
    1.4008    19.5306      1.3100e-04           4.8161e+03      1.7409e-03
    1.4079    19.5234      9.4000e-05           4.7919e+03      1.2501e-03
    1.4149    19.5158      7.8000e-05           4.7662e+03      1.0381e-03
    1.4220    19.5079      1.1600e-04           4.7384e+03      1.5451e-03
    1.4290    19.4997      1.1700e-04           4.7098e+03      1.5598e-03
    1.4361    19.4911      1.8100e-04           4.6814e+03      2.4151e-03
    1.4432    19.4822      1.4900e-04           4.6512e+03      1.9899e-03
    1.4502    19.4730      1.4400e-04           4.6200e+03      1.9250e-03
    1.4573    19.4636      1.9900e-04           4.5871e+03      2.6628e-03
    1.4643    19.4539      1.6700e-04           4.5551e+03      2.2368e-03
    1.4714    19.4440      2.3300e-04           4.5221e+03      3.1240e-03
    1.4785    19.4340      1.4700e-04           4.4882e+03      1.9730e-03
    1.4855    19.4238      1.5500e-04           4.4541e+03      2.0825e-03
    1.4926    19.4136      1.5600e-04           4.4208e+03      2.0982e-03
    1.4996    19.4034      1.4400e-04           4.3869e+03      1.9388e-03
    1.5067    19.3932      2.2600e-04           4.3529e+03      3.0461e-03
    1.5138    19.3831      1.7500e-04           4.3215e+03      2.3611e-03
    1.5208    19.3731      3.0200e-04           4.2917e+03      4.0789e-03
    1.5279    19.3633      4.2200e-04           4.2632e+03      5.7054e-03
    1.5349    19.3539      2.9500e-04           4.2360e+03      3.9922e-03
    1.5420    19.3448      2.8300e-04           4.2119e+03      3.8334e-03
    1.5491    19.3361      2.2300e-04           4.1909e+03      3.0234e-03
    1.5561    19.3278      3.7500e-04           4.1734e+03      5.0886e-03
    1.5632    19.3201      4.1800e-04           4.1589e+03      5.6766e-03
    1.5841    19.2372      3.2100e-04           4.0647e+03      4.3969e-03
    1.6051    19.1435      6.5600e-04           4.0221e+03      9.0738e-03
    1.6261    19.0367      5.6200e-04           4.0083e+03      7.8611e-03
    1.6470    18.9154      6.0900e-04           4.0040e+03      8.6281e-03
    1.6680    18.7798      5.2200e-04           3.9986e+03      7.5027e-03
    1.6890    18.6307      1.4150e-03           3.9846e+03      2.0665e-02
    1.7099    18.4696      9.7500e-04           3.9603e+03      1.4488e-02
    1.7309    18.2980      1.2210e-03           3.9263e+03      1.8486e-02
    1.7519    18.1174      1.4190e-03           3.8835e+03      2.1914e-02
    1.7728    17.9816      2.7400e-04           8.0059e+03      4.2956e-03
    1.7938    17.9605      5.5500e-04           7.8707e+03      8.7214e-03
    1.8148    17.9162      3.7500e-04           7.6747e+03      5.9220e-03
    1.8357    17.8486      6.8600e-04           7.4292e+03      1.0916e-02
    1.8567    17.7585      7.6400e-04           7.1469e+03      1.2280e-02
    1.8777    17.6470      7.0100e-04           6.8478e+03      1.1411e-02
    1.8986    17.5158      4.9300e-04           6.5510e+03      8.1455e-03
    1.9196    17.3671      3.6800e-04           6.2674e+03      6.1848e-03
    1.9405    17.2034      1.8900e-04           6.0112e+03      3.2372e-03
    1.9615    17.0274      2.4500e-04           5.7869e+03      4.2835e-03
    1.9825    16.8419      8.8000e-05           5.6023e+03      1.5726e-03
    2.0034    16.6499      6.6000e-05           5.4556e+03      1.2068e-03
    2.0244    16.4541      5.9000e-05           5.3453e+03      1.1047e-03
    2.0454    16.2576      6.1000e-05           5.2699e+03      1.1699e-03
    2.0663    16.0629      8.1000e-05           5.2246e+03      1.5914e-03
    2.0873    15.8729      1.1100e-04           5.2050e+03      2.2333e-03
    2.1083    15.6897      2.1100e-04           5.2050e+03      4.3449e-03
    2.1292    15.5156      2.3600e-04           5.2249e+03      4.9694e-03
    2.1502    15.3524      4.4000e-04           5.2563e+03      9.4630e-03
    2.1712    15.2014      5.7000e-04           5.2977e+03      1.2504e-02
    2.1921    15.0638      9.3700e-04           5.3428e+03      2.0932e-02
    2.2131    14.9401      7.9000e-04           5.3929e+03      1.7941e-02
    2.2341    14.8307      1.0030e-03           5.4441e+03      2.3116e-02
    2.2550    14.7356      1.4520e-03           5.4972e+03      3.3897e-02
    2.2760    14.6545      1.0140e-03           5.5477e+03      2.3935e-02
    2.2970    14.5871      2.4810e-03           5.5947e+03      5.9104e-02
    2.3179    14.5328      9.8800e-04           5.6369e+03      2.3713e-02
    2.3389    14.4912      2.0880e-03           5.6710e+03      5.0402e-02
    2.3598    14.4618      1.4440e-03           5.6982e+03      3.4999e-02
    2.3808    14.4444      2.4090e-03           5.7147e+03      5.8529e-02
    2.4018    14.4386      1.3780e-03           5.7230e+03      3.3507e-02
    2.4153    14.1467      1.2190e-03           5.5912e+03      3.0876e-02
    2.4289    13.8492      2.0900e-03           5.4590e+03      5.5237e-02
    2.4424    13.7406      8.3000e-05           2.1633e+03      2.2284e-03
    2.4560    13.7800      7.8000e-05           2.2265e+03      2.0822e-03
    2.4695    13.8288      8.7000e-05           2.3054e+03      2.3061e-03
    2.4830    13.8857      7.4000e-05           2.3976e+03      1.9455e-03
    2.4966    13.9494      8.4000e-05           2.5013e+03      2.1883e-03
    2.5101    14.0188      9.3000e-05           2.6145e+03      2.3988e-03
    2.5237    14.0927      1.0800e-04           2.7355e+03      2.7565e-03
    2.5372    14.1697      1.3800e-04           2.8628e+03      3.4841e-03
    2.5508    14.2483      1.0500e-04           2.9946e+03      2.6218e-03
    2.5643    14.3274      1.6000e-04           3.1298e+03      3.9511e-03
    2.5778    14.4057      2.2300e-04           3.2676e+03      5.4471e-03
    2.5914    14.4822      1.7100e-04           3.4069e+03      4.1329e-03
    2.6049    14.5560      2.0500e-04           3.5470e+03      4.9046e-03
    2.6185    14.6266      9.9000e-05           3.6868e+03      2.3457e-03
    2.6320    14.6933      1.6600e-04           3.8257e+03      3.8976e-03
    2.6456    14.7559      1.5800e-04           3.9632e+03      3.6784e-03
    2.6591    14.8142      1.8700e-04           4.0988e+03      4.3193e-03
    2.6726    14.8680      2.6400e-04           4.2325e+03      6.0538e-03
    2.6862    14.9212      1.3200e-04           4.3642e+03      3.0054e-03
    2.6997    14.9702      2.8000e-04           4.4936e+03      6.3333e-03
    2.7133    15.0151      4.0900e-04           4.6206e+03      9.1960e-03
    2.7268    15.0560      4.6200e-04           4.7584e+03      1.0331e-02
    2.7404    15.0929      5.1400e-04           4.8822e+03      1.1438e-02
    2.7539    15.1258      5.0600e-04           5.0023e+03      1.1211e-02
    2.7675    15.1551      6.0400e-04           5.1184e+03      1.3331e-02
    2.7810    15.1808      7.1500e-04           5.2301e+03      1.5727e-02
    2.7945    15.2032      7.9800e-04           5.3372e+03      1.7501e-02
    2.8081    15.2225      1.2390e-03           5.4394e+03      2.7104e-02
    2.8216    15.2389      1.3670e-03           5.5362e+03      2.9839e-02
    2.8352    15.2527      1.2640e-03           5.6274e+03      2.7541e-02
    2.8487    15.2641      1.8560e-03           5.7126e+03      4.0380e-02
    2.8623    15.2734      2.4070e-03           5.7815e+03      5.2304e-02
    2.8758    15.2808      2.5060e-03           5.8558e+03      5.4403e-02
    2.8893    15.2866      4.0950e-03           5.9228e+03      8.8831e-02
    2.9029    15.2909      4.6570e-03           5.9819e+03      1.0096e-01
    2.9164    15.2938      5.4340e-03           6.0324e+03      1.1777e-01
    2.9300    15.2955      5.0460e-03           6.0739e+03      1.0933e-01
    2.9435    15.2960      6.7300e-04           6.1058e+03      1.4581e-02
    2.9760    15.3112      5.1120e-03           6.0424e+03      1.1054e-01
