  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    0.5741    30.9587      2.8100e-03           6.4456e+03      1.4862e-02
    0.5990    30.9167      1.6190e-03           6.4419e+03      8.5860e-03
    0.6240    30.8743      1.2390e-03           6.4323e+03      6.5888e-03
    0.6489    30.8316      1.4660e-03           6.4173e+03      7.8176e-03
    0.6739    30.7889      1.7950e-03           6.3962e+03      9.5986e-03
    0.6989    30.7463      1.3530e-03           6.3671e+03      7.2551e-03
    0.7238    30.7041      2.0470e-03           6.3309e+03      1.1007e-02
    0.7488    30.6625      1.6100e-03           6.2878e+03      8.6804e-03
    0.7737    30.6218      9.6800e-04           6.2364e+03      5.2329e-03
    0.7987    30.5822      1.2290e-03           6.1754e+03      6.6611e-03
    0.8237    30.5440      1.2630e-03           6.1079e+03      6.8625e-03
    0.8486    30.5074      8.3700e-04           6.0332e+03      4.5587e-03
    0.8736    30.4727      8.7900e-04           5.9501e+03      4.7984e-03
    0.8985    30.4401      1.6070e-03           5.8607e+03      8.7913e-03
    0.9235    30.4099      6.3000e-04           5.7672e+03      3.4534e-03
    0.9484    30.3823      9.0200e-04           5.6716e+03      4.9533e-03
    0.9734    30.3576      8.5100e-04           5.5762e+03      4.6809e-03
    0.9984    30.3361      5.5700e-04           5.4821e+03      3.0681e-03
    1.0078    30.3344      1.4020e-03           5.4698e+03      7.7234e-03
    1.0172    30.3328      1.5270e-03           5.4569e+03      8.4129e-03
    1.0266    30.3314      7.1000e-04           5.4427e+03      3.9120e-03
    1.0360    30.3302      1.1510e-03           5.4293e+03      6.3424e-03
    1.0454    30.3291      8.7800e-04           5.4134e+03      4.8384e-03
    1.0548    30.3281      1.2390e-03           5.3972e+03      6.8283e-03
    1.0643    30.3272      8.7400e-04           5.3828e+03      4.8170e-03
    1.0737    30.3264      1.3720e-03           5.3667e+03      7.5621e-03
    1.0831    30.3258      7.7000e-04           5.3509e+03      4.2442e-03
    1.0925    30.3252      1.2880e-03           5.3348e+03      7.0997e-03
    1.1019    30.3247      1.5480e-03           5.3181e+03      8.5331e-03
    1.1113    30.3243      1.4160e-03           5.3024e+03      7.8057e-03
    1.1207    30.3239      1.6800e-03           5.2872e+03      9.2612e-03
    1.1302    30.3236      1.3530e-03           5.2707e+03      7.4588e-03
    1.1396    30.3233      1.8840e-03           5.2561e+03      1.0386e-02
    1.1490    30.3231      1.9610e-03           5.2425e+03      1.0811e-02
    1.1584    30.3229      1.1530e-03           5.2285e+03      6.3565e-03
    1.1678    30.3227      5.6000e-04           5.2157e+03      3.0873e-03
    1.1772    30.3226      7.5000e-04           5.2029e+03      4.1348e-03
    1.1866    30.3224      6.9600e-04           5.1908e+03      3.8372e-03
    1.1960    30.3223      4.7200e-04           5.1809e+03      2.6022e-03
    1.2055    30.3222      4.6200e-04           5.1716e+03      2.5471e-03
    1.2149    30.3221      7.0800e-04           5.1618e+03      3.9034e-03
    1.2243    30.3221      1.1050e-03           5.1552e+03      6.0922e-03
    1.2337    30.3220      3.6300e-04           5.1489e+03      2.0013e-03
    1.2431    30.3220      3.1600e-04           5.1435e+03      1.7422e-03
    1.2525    30.3219      2.4200e-04           5.1397e+03      1.3342e-03
    1.2619    30.3219      3.0100e-04           5.1359e+03      1.6595e-03
    1.2714    30.3219      2.6600e-04           5.1342e+03      1.4666e-03
    1.2808    30.3219      1.9000e-05           5.1344e+03      1.0475e-04
    1.2878    30.3219      2.2500e-04           5.1347e+03      1.2405e-03
    1.2949    30.3219      3.8900e-04           5.1346e+03      2.1447e-03
    1.3020    30.3219      2.6000e-04           5.1366e+03      1.4335e-03
    1.3090    30.3219      2.4200e-04           5.1397e+03      1.3342e-03
    1.3161    30.3219      3.6500e-04           5.1426e+03      2.0124e-03
    1.3231    30.3220      3.7900e-04           5.1463e+03      2.0896e-03
    1.3302    30.3220      3.8900e-04           5.1507e+03      2.1447e-03
    1.3373    30.3221      1.1050e-03           5.1552e+03      6.0922e-03
    1.3443    30.3221      9.0800e-04           5.1603e+03      5.0061e-03
    1.3514    30.3222      6.4900e-04           5.1665e+03      3.5781e-03
    1.3584    30.3222      4.2700e-04           5.1736e+03      2.3542e-03
    1.3655    30.3223      4.7200e-04           5.1809e+03      2.6022e-03
    1.3726    30.3224      6.8800e-04           5.1876e+03      3.7931e-03
    1.3796    30.3225      5.2800e-04           5.1959e+03      2.9109e-03
    1.3867    30.3226      8.9200e-04           5.2062e+03      4.9177e-03
    1.3937    30.3227      5.6000e-04           5.2157e+03      3.0873e-03
    1.4008    30.3228      1.2230e-03           5.2249e+03      6.7425e-03
    1.4079    30.3230      1.1200e-03           5.2353e+03      6.1745e-03
    1.4149    30.3231      1.9730e-03           5.2459e+03      1.0877e-02
    1.4220    30.3233      1.8840e-03           5.2561e+03      1.0386e-02
    1.4290    30.3235      1.5400e-03           5.2668e+03      8.4897e-03
    1.4361    30.3237      1.6610e-03           5.2789e+03      9.1566e-03
    1.4432    30.3240      1.9780e-03           5.2910e+03      1.0904e-02
    1.4502    30.3243      1.4160e-03           5.3024e+03      7.8057e-03
    1.4573    30.3246      1.5150e-03           5.3138e+03      8.3513e-03
    1.4643    30.3249      1.7660e-03           5.3265e+03      9.7347e-03
    1.4714    30.3253      1.5340e-03           5.3391e+03      8.4556e-03
    1.4785    30.3258      7.7000e-04           5.3509e+03      4.2442e-03
    1.4855    30.3263      9.9700e-04           5.3626e+03      5.4952e-03
    1.4926    30.3268      1.1470e-03           5.3752e+03      6.3218e-03
    1.4996    30.3274      9.9900e-04           5.3868e+03      5.5059e-03
    1.5067    30.3281      1.2390e-03           5.3972e+03      6.8283e-03
    1.5138    30.3288      9.3200e-04           5.4090e+03      5.1361e-03
    1.5208    30.3296      6.7200e-04           5.4213e+03      3.7031e-03
    1.5279    30.3305      9.5600e-04           5.4322e+03      5.2678e-03
    1.5349    30.3314      7.1000e-04           5.4427e+03      3.9120e-03
    1.5420    30.3325      1.1450e-03           5.4530e+03      6.3084e-03
    1.5491    30.3336      1.1080e-03           5.4632e+03      6.1041e-03
    1.5561    30.3348      1.1390e-03           5.4732e+03      6.2744e-03
    1.5632    30.3361      5.5700e-04           5.4821e+03      3.0681e-03
    1.5841    30.3564      1.3080e-03           5.5776e+03      7.1951e-03
    1.6051    30.3794      7.3400e-04           5.6771e+03      4.0315e-03
    1.6261    30.4049      1.2400e-03           5.7804e+03      6.7993e-03
    1.6470    30.4328      8.2400e-04           5.8849e+03      4.5100e-03
    1.6680    30.4630      1.0010e-03           5.9902e+03      5.4679e-03
    1.6890    30.4952      6.6400e-04           6.0931e+03      3.6194e-03
    1.7099    30.5295      4.7700e-04           6.1927e+03      2.5942e-03
    1.7309    30.5657      6.4300e-04           6.2896e+03      3.4888e-03
    1.7519    30.6037      6.1500e-04           6.3833e+03      3.3286e-03
    1.7728    30.6433      1.3190e-03           6.4703e+03      7.1204e-03
    1.7938    30.6844      8.7900e-04           6.5515e+03      4.7324e-03
    1.8148    30.7270      2.1630e-03           6.6269e+03      1.1613e-02
    1.8357    30.7709      1.7340e-03           6.6963e+03      9.2832e-03
    1.8567    30.8160      3.2670e-03           6.7580e+03      1.7439e-02
    1.8777    30.8621      1.7610e-03           6.8149e+03      9.3721e-03
    1.8986    30.9092      3.2980e-03           6.8670e+03      1.7499e-02
    1.9196    30.9571      3.9890e-03           6.9138e+03      2.1100e-02
    1.9405    31.0056      3.2480e-03           6.9529e+03      1.7126e-02
    1.9615    31.0312      3.7100e-04           5.4681e+03      1.9530e-03
    1.9825    31.0112      3.1800e-04           5.4399e+03      1.6762e-03
    2.0034    30.9926      4.1500e-04           5.4204e+03      2.1901e-03
    2.0244    30.9756      2.7500e-04           5.4081e+03      1.4529e-03
    2.0454    30.9600      2.8100e-04           5.4044e+03      1.4861e-03
    2.0663    30.9461      2.7700e-04           5.4092e+03      1.4662e-03
    2.0873    30.9336      3.9900e-04           5.4211e+03      2.1137e-03
    2.1083    30.9227      2.4400e-04           5.4398e+03      1.2935e-03
    2.1292    30.9132      6.2500e-04           5.4675e+03      3.3153e-03
    2.1502    30.9049      4.2800e-04           5.5012e+03      2.2715e-03
    2.1712    30.8979      5.7900e-04           5.5396e+03      3.0743e-03
    2.1921    30.8920      9.9000e-04           5.5799e+03      5.2586e-03
    2.2131    30.8870      7.0300e-04           5.6232e+03      3.7354e-03
    2.2341    30.8829      1.5920e-03           5.6672e+03      8.4613e-03
    2.2550    30.8795      9.1100e-04           5.7114e+03      4.8429e-03
    2.2760    30.8767      9.5900e-04           5.7530e+03      5.0990e-03
    2.2970    30.8745      4.2100e-04           5.7911e+03      2.2388e-03
    2.3179    30.8728      1.4150e-03           5.8249e+03      7.5255e-03
    2.3389    30.8715      2.9740e-03           5.8520e+03      1.5818e-02
    2.3598    30.8706      1.7930e-03           5.8730e+03      9.5372e-03
    2.3808    30.8700      1.9420e-03           5.8888e+03      1.0330e-02
    2.4018    30.8693      2.3570e-03           5.8941e+03      1.2538e-02
    2.4153    30.8853      1.7650e-03           5.7907e+03      9.3793e-03
    2.4289    30.9017      2.4530e-03           5.6885e+03      1.3022e-02
    2.4424    30.9184      1.7720e-03           5.5877e+03      9.3964e-03
    2.4560    30.9353      2.3620e-03           5.4883e+03      1.2511e-02
    2.4695    30.9527      1.7480e-03           5.3907e+03      9.2486e-03
    2.4830    30.9704      1.5160e-03           5.2948e+03      8.0119e-03
    2.4966    30.9885      2.2940e-03           5.2008e+03      1.2109e-02
    2.5101    31.0070      3.1220e-03           5.1093e+03      1.6461e-02
    2.5237    31.0260      3.4960e-03           5.0206e+03      1.8410e-02
    2.5372    31.0456      2.6740e-03           4.9348e+03      1.4063e-02
    2.5508    31.0658      1.8640e-03           4.8517e+03      9.7906e-03
    2.5643    31.0865      2.0270e-03           4.7717e+03      1.0633e-02
    2.5778    31.1080      2.0050e-03           4.6954e+03      1.0503e-02
    2.5914    31.1301      1.8290e-03           4.6230e+03      9.5672e-03
    2.6049    31.1529      2.0040e-03           4.5543e+03      1.0467e-02
    2.6185    31.1764      3.0860e-03           4.4875e+03      1.6094e-02
    2.6320    31.2006      2.2570e-03           4.4223e+03      1.1753e-02
    2.6456    31.2253      1.4380e-03           4.3592e+03      7.4761e-03
    2.6591    31.2506      2.3810e-03           4.2987e+03      1.2359e-02
    2.6726    31.2764      2.5060e-03           4.2411e+03      1.2986e-02
    2.6862    31.3025      1.9320e-03           4.1870e+03      9.9949e-03
    2.6997    31.3289      1.6660e-03           4.1369e+03      8.6043e-03
    2.7133    31.3553      1.7040e-03           4.0907e+03      8.7857e-03
    2.7268    31.3816      1.6400e-03           4.0483e+03      8.4416e-03
    2.7404    31.4077      1.6230e-03           4.0097e+03      8.3402e-03
    2.7539    31.4333      1.9720e-03           3.9752e+03      1.0117e-02
    2.7675    31.4582      2.3250e-03           3.9470e+03      1.1909e-02
    2.7810    31.4817      2.1120e-03           3.9820e+03      1.0802e-02
    2.7945    31.4555      6.7840e-03           5.9950e+03      3.4755e-02
    2.8081    31.4066      6.3190e-03           5.9831e+03      3.2474e-02
    2.8216    31.3584      6.6500e-03           5.9625e+03      3.4280e-02
    2.8352    31.3120      9.5500e-03           5.9434e+03      4.9376e-02
    2.8487    31.2682      8.0560e-03           5.9271e+03      4.1768e-02
    2.8623    31.2281      1.0607e-02           5.9065e+03      5.5136e-02
    2.8758    31.1925      1.0740e-02           5.9003e+03      5.5954e-02
    2.8893    31.1622      1.5529e-02           5.8990e+03      8.1062e-02
    2.9029    31.1378      2.3230e-02           5.9027e+03      1.2145e-01
    2.9164    31.1199      2.3167e-02           5.9122e+03      1.2126e-01
    2.9300    31.1091      1.1566e-02           5.9279e+03      6.0581e-02
    2.9435    31.1055      6.0060e-03           5.9498e+03      3.1466e-02
    2.9760    31.1076      2.4111e-02           5.8820e+03      1.2630e-01
    3.0085    31.1140      1.3222e-02           5.8389e+03      6.9233e-02
    3.0409    31.1244      4.5710e-03           5.9004e+03      2.3919e-02
    3.0734    31.1381      1.2080e-03           5.9388e+03      6.3156e-03
    3.1059    31.1512      4.3800e-04           5.7818e+03      2.2880e-03
    3.1384    31.1491      1.3100e-04           5.5530e+03      6.8440e-04
    3.1708    31.1348      4.6000e-05           5.5496e+03      2.4054e-04
    3.2033    31.1133      1.8000e-05           5.6207e+03      9.4256e-05
    3.2358    31.0870      1.0000e-05           5.7336e+03      5.2453e-05
    3.2683    31.0574      9.0000e-06           5.8707e+03      4.7298e-05
    3.3007    31.0254      1.1000e-05           6.0188e+03      5.7928e-05
    3.3332    30.9914      2.5000e-05           6.1676e+03      1.3194e-04
    3.3657    30.9555      5.1000e-05           6.3100e+03      2.6979e-04
    3.3981    30.9177      9.6000e-05           6.4414e+03      5.0908e-04
    3.4306    30.8776      1.2100e-04           6.5567e+03      6.4332e-04
    3.4631    30.8350      1.7000e-04           6.6556e+03      9.0634e-04
    3.4956    30.7897      2.7100e-04           6.7350e+03      1.4491e-03
    3.5280    30.7412      5.2900e-04           6.7939e+03      2.8376e-03
    3.5605    30.6894      9.0100e-04           6.8365e+03      4.8493e-03
    3.5930    30.6342      1.7550e-03           6.8607e+03      9.4797e-03
    3.6255    30.5756      5.3490e-03           6.8696e+03      2.9004e-02
    3.6579    30.5138      3.2340e-03           6.8682e+03      1.7607e-02
    3.6904    30.4494      5.8140e-03           6.8580e+03      3.1787e-02
    3.7229    30.3843      3.9860e-03           6.8386e+03      2.1886e-02
    3.7554    30.3252      2.0650e-03           6.7765e+03      1.1383e-02
    3.7878    30.2993      2.7160e-03           6.4542e+03      1.4997e-02
    3.8203    30.3605      8.6400e-04           5.8042e+03      4.7514e-03
    3.8528    30.4758      4.9300e-04           5.5486e+03      2.6907e-03
    3.8852    30.5962      2.7200e-04           5.4988e+03      1.4729e-03
    3.9177    30.7079      3.9000e-04           5.5046e+03      2.0965e-03
    3.9502    30.8072      2.8500e-04           5.5245e+03      1.5222e-03
    3.9827    30.8929      1.8700e-04           5.5469e+03      9.9324e-04
    4.0151    30.9643      1.4200e-04           5.5689e+03      7.5075e-04
    4.0476    31.0214      4.2200e-04           5.5874e+03      2.2229e-03
    4.0801    31.0640      9.7500e-04           5.6041e+03      5.1218e-03
    4.1126    31.0920      4.8500e-04           5.6177e+03      2.5432e-03
    4.1450    31.1053      4.7700e-04           5.6305e+03      2.4991e-03
    4.1775    31.1038      4.7800e-04           5.6421e+03      2.5046e-03
    4.2100    31.0873      6.2800e-04           5.6540e+03      3.2940e-03
    4.2424    31.0557      6.4900e-04           5.6679e+03      3.4111e-03

    0.0000    31.1055      6.0060e-03           5.9498e+03      3.1466e-02
    0.0250    31.1134      2.0666e-02           5.8921e+03      1.0822e-01
    0.0499    31.1357      1.9508e-02           5.8436e+03      1.0201e-01
    0.0749    31.1689      1.0330e-02           5.7873e+03      5.3900e-02
    0.0998    31.2066      4.7630e-03           5.6929e+03      2.4792e-02
    0.1248    31.2413      2.8060e-03           5.5486e+03      1.4573e-02
    0.1498    31.2661      1.7480e-03           5.3746e+03      9.0641e-03
    0.1747    31.2781      1.6780e-03           5.2246e+03      8.6944e-03
    0.1997    31.2789      1.2750e-03           5.1370e+03      6.6060e-03
    0.2246    31.2716      1.0520e-03           5.1166e+03      5.4531e-03
    0.2496    31.2602      1.6650e-03           5.5631e+03      8.6370e-03
    0.2746    31.2665      2.8990e-03           6.0257e+03      1.5032e-02
    0.2995    31.2671      3.7870e-03           6.0768e+03      1.9636e-02
    0.3245    31.2616      4.3030e-03           6.1260e+03      2.2319e-02
    0.3494    31.2499      5.8710e-03           6.1758e+03      3.0475e-02
    0.3744    31.2324      6.7060e-03           6.2255e+03      3.4848e-02
    0.3993    31.2095      5.2930e-03           6.2724e+03      2.7546e-02
    0.4243    31.1820      8.0350e-03           6.3139e+03      4.1890e-02
    0.4493    31.1588      4.1530e-03           6.0793e+03      2.1684e-02
    0.4742    31.1554      1.1240e-03           5.8440e+03      5.8699e-03
    0.4992    31.1547      1.0830e-03           5.8677e+03      5.6560e-03
    0.5241    31.1569      9.3900e-04           5.8811e+03      4.9033e-03
    0.5491    31.1619      6.1500e-04           5.8890e+03      3.2104e-03
    0.5741    31.1696      5.1800e-04           5.8914e+03      2.7027e-03
    0.5990    31.1797      2.5200e-04           5.8907e+03      1.3140e-03
    0.6240    31.1921      1.7400e-04           5.8898e+03      9.0655e-04
    0.6489    31.2062      1.1300e-04           5.8926e+03      5.8820e-04
    0.6739    31.2216      1.5000e-04           5.8993e+03      7.8003e-04
    0.6989    31.2380      1.2300e-04           5.9092e+03      6.3895e-04
    0.7238    31.2547      1.3900e-04           5.9235e+03      7.2130e-04
    0.7488    31.2713      1.3500e-04           5.9435e+03      6.9980e-04
    0.7737    31.2875      1.3600e-04           5.9673e+03      7.0425e-04
    0.7987    31.3030      1.0500e-04           5.9939e+03      5.4318e-04
    0.8237    31.3177      5.4000e-05           6.0259e+03      2.7909e-04
    0.8486    31.3315      4.1000e-05           6.0611e+03      2.1171e-04
    0.8736    31.3446      4.9000e-05           6.0973e+03      2.5281e-04
    0.8985    31.3572      9.1000e-05           6.1341e+03      4.6913e-04
    0.9235    31.3694      9.8000e-05           6.1719e+03      5.0483e-04
    0.9484    31.3814      1.9900e-04           6.2109e+03      1.0243e-03
    0.9734    31.3935      2.0300e-04           6.2510e+03      1.0441e-03
    0.9984    31.4057      2.4900e-04           6.2896e+03      1.2797e-03
    1.0078    31.4074      2.2100e-04           6.2945e+03      1.1357e-03
    1.0172    31.4094      2.3900e-04           6.2983e+03      1.2280e-03
    1.0266    31.4118      2.6700e-04           6.3013e+03      1.3717e-03
    1.0360    31.4144      2.8400e-04           6.3057e+03      1.4588e-03
    1.0454    31.4173      2.4400e-04           6.3061e+03      1.2531e-03
    1.0548    31.4204      3.7800e-04           6.3060e+03      1.9409e-03
    1.0643    31.4238      2.4400e-04           6.3084e+03      1.2526e-03
    1.0737    31.4273      2.2700e-04           6.3085e+03      1.1650e-03
    1.0831    31.4310      1.9600e-04           6.3088e+03      1.0057e-03
    1.0925    31.4349      2.4400e-04           6.3087e+03      1.2517e-03
    1.1019    31.4388      3.0300e-04           6.3071e+03      1.5540e-03
    1.1113    31.4428      3.3300e-04           6.3071e+03      1.7074e-03
    1.1207    31.4468      3.2800e-04           6.3068e+03      1.6813e-03
    1.1302    31.4508      3.3000e-04           6.3037e+03      1.6911e-03
    1.1396    31.4547      4.0400e-04           6.3027e+03      2.0699e-03
    1.1490    31.4585      3.0600e-04           6.3024e+03      1.5674e-03
    1.1584    31.4622      2.5800e-04           6.3008e+03      1.3212e-03
    1.1678    31.4658      2.4800e-04           6.3001e+03      1.2697e-03
    1.1772    31.4691      1.9600e-04           6.2981e+03      1.0033e-03
    1.1866    31.4723      1.0900e-04           6.2966e+03      5.5783e-04
    1.1960    31.4752      1.3100e-04           6.2966e+03      6.7029e-04
    1.2055    31.4779      1.6200e-04           6.2962e+03      8.2877e-04
    1.2149    31.4803      1.0900e-04           6.2934e+03      5.5754e-04
    1.2243    31.4824      1.8800e-04           6.2937e+03      9.6151e-04
    1.2337    31.4842      1.7200e-04           6.2934e+03      8.7958e-04
    1.2431    31.4857      6.3000e-05           6.2927e+03      3.2214e-04
    1.2525    31.4868      8.4000e-05           6.2930e+03      4.2949e-04
    1.2619    31.4877      2.1700e-04           6.2916e+03      1.1095e-03
    1.2714    31.4882      4.6000e-05           6.2918e+03      2.3518e-04
    1.2808    31.4883      1.0000e-05           6.2931e+03      5.1125e-05
    1.2878    31.4882      1.7300e-04           6.2927e+03      8.8446e-04
    1.2949    31.4879      1.8600e-04           6.2912e+03      9.5095e-04
    1.3020    31.4875      1.3300e-04           6.2917e+03      6.7999e-04
    1.3090    31.4868      8.4000e-05           6.2930e+03      4.2949e-04
    1.3161    31.4860      1.6700e-04           6.2930e+03      8.5391e-04
    1.3231    31.4850      6.2000e-05           6.2934e+03      3.1704e-04
    1.3302    31.4837      1.6800e-04           6.2940e+03      8.5915e-04
    1.3373    31.4824      1.8800e-04           6.2937e+03      9.6151e-04
    1.3443    31.4808      2.1000e-04           6.2936e+03      1.0741e-03
    1.3514    31.4791      9.0000e-05           6.2946e+03      4.6039e-04
    1.3584    31.4772      1.1100e-04           6.2961e+03      5.6789e-04
    1.3655    31.4752      1.3100e-04           6.2966e+03      6.7029e-04
    1.3726    31.4730      6.4000e-05           6.2957e+03      3.2752e-04
    1.3796    31.4707      1.8300e-04           6.2963e+03      9.3663e-04
    1.3867    31.4683      2.2500e-04           6.2989e+03      1.1518e-03
    1.3937    31.4658      2.4800e-04           6.3001e+03      1.2697e-03
    1.4008    31.4631      2.4300e-04           6.3002e+03      1.2443e-03
    1.4079    31.4604      1.6400e-04           6.3014e+03      8.3993e-04
    1.4149    31.4576      2.9300e-04           6.3025e+03      1.5009e-03
    1.4220    31.4547      4.0400e-04           6.3027e+03      2.0699e-03
    1.4290    31.4518      3.4000e-04           6.3031e+03      1.7423e-03
    1.4361    31.4488      3.3900e-04           6.3054e+03      1.7375e-03
    1.4432    31.4458      3.5300e-04           6.3067e+03      1.8096e-03
    1.4502    31.4428      3.3300e-04           6.3071e+03      1.7074e-03
    1.4573    31.4398      3.3700e-04           6.3066e+03      1.7282e-03
    1.4643    31.4368      3.2700e-04           6.3080e+03      1.6773e-03
    1.4714    31.4339      2.5700e-04           6.3090e+03      1.3185e-03
    1.4785    31.4310      1.9600e-04           6.3088e+03      1.0057e-03
    1.4855    31.4282      2.1400e-04           6.3084e+03      1.0983e-03
    1.4926    31.4255      2.8800e-04           6.3090e+03      1.4783e-03
    1.4996    31.4229      2.6000e-04           6.3083e+03      1.3348e-03
    1.5067    31.4204      3.7800e-04           6.3060e+03      1.9409e-03
    1.5138    31.4180      2.8700e-04           6.3055e+03      1.4739e-03
    1.5208    31.4158      2.2100e-04           6.3057e+03      1.1351e-03
    1.5279    31.4137      3.1500e-04           6.3040e+03      1.6181e-03
    1.5349    31.4118      2.6700e-04           6.3013e+03      1.3717e-03
    1.5420    31.4100      2.1000e-04           6.2986e+03      1.0790e-03
    1.5491    31.4084      2.3800e-04           6.2961e+03      1.2230e-03
    1.5561    31.4070      2.4400e-04           6.2938e+03      1.2539e-03
    1.5632    31.4057      2.4900e-04           6.2896e+03      1.2797e-03
    1.5841    31.3932      1.2200e-04           6.2516e+03      6.2751e-04
    1.6051    31.3800      1.0400e-04           6.2128e+03      5.3537e-04
    1.6261    31.3662      1.6400e-04           6.1754e+03      8.4499e-04
    1.6470    31.3515      1.4400e-04           6.1376e+03      7.4264e-04
    1.6680    31.3358      6.6000e-05           6.0998e+03      3.4072e-04
    1.6890    31.3191      6.1000e-05           6.0590e+03      3.1524e-04
    1.7099    31.3012      5.3000e-05           6.0156e+03      2.7421e-04
    1.7309    31.2821      8.0000e-05           5.9705e+03      4.1441e-04
    1.7519    31.2618      4.1000e-05           5.9254e+03      2.1266e-04
    1.7728    31.2403      1.6600e-04           5.8770e+03      8.6220e-04
    1.7938    31.2178      1.5300e-04           5.8269e+03      7.9582e-04
    1.8148    31.1945      1.9900e-04           5.7763e+03      1.0366e-03
    1.8357    31.1706      2.0200e-04           5.7255e+03      1.0539e-03
    1.8567    31.1463      3.8600e-04           5.6738e+03      2.0170e-03
    1.8777    31.1221      3.0200e-04           5.6249e+03      1.5805e-03
    1.8986    31.0983      3.6100e-04           5.5799e+03      1.8922e-03
    1.9196    31.0750      6.2900e-04           5.5377e+03      3.3019e-03
    1.9405    31.0526      6.6900e-04           5.4999e+03      3.5169e-03
    1.9615    31.0546      4.5330e-03           6.9852e+03      2.3827e-02
    1.9825    31.1039      3.1070e-03           7.0171e+03      1.6280e-02
    2.0034    31.1531      4.6180e-03           7.0412e+03      2.4120e-02
    2.0244    31.2023      4.1030e-03           7.0575e+03      2.1363e-02
    2.0454    31.2510      1.7150e-03           7.0677e+03      8.9016e-03
    2.0663    31.2991      1.8700e-03           7.0720e+03      9.6763e-03
    2.0873    31.3462      1.4340e-03           7.0690e+03      7.3979e-03
    2.1083    31.3922      1.9340e-03           7.0588e+03      9.9482e-03
    2.1292    31.4367      2.6620e-03           7.0448e+03      1.3654e-02
    2.1502    31.4795      1.9300e-03           7.0287e+03      9.8726e-03
    2.1712    31.5201      1.7450e-03           7.0071e+03      8.9033e-03
    2.1921    31.5585      3.6240e-03           6.9834e+03      1.8445e-02
    2.2131    31.5942      1.9270e-03           6.9589e+03      9.7858e-03
    2.2341    31.6271      2.6130e-03           6.9352e+03      1.3242e-02
    2.2550    31.6567      3.0170e-03           6.9133e+03      1.5261e-02
    2.2760    31.6830      2.0470e-03           6.8907e+03      1.0337e-02
    2.2970    31.7056      8.0700e-04           6.8712e+03      4.0694e-03
    2.3179    31.7244      2.5080e-03           6.8541e+03      1.2632e-02
    2.3389    31.7392      1.6740e-03           6.8397e+03      8.4235e-03
    2.3598    31.7499      2.0950e-03           6.8274e+03      1.0535e-02
    2.3808    31.7563      1.8530e-03           6.8248e+03      9.3142e-03
    2.4018    31.7585      4.3560e-03           6.8203e+03      2.1893e-02
    2.4153    31.7589      3.9250e-03           6.8183e+03      1.9726e-02
    2.4289    31.7604      2.3400e-03           6.8126e+03      1.1759e-02
    2.4424    31.7629      2.5530e-03           6.8033e+03      1.2827e-02
    2.4560    31.7665      2.9340e-03           6.7905e+03      1.4738e-02
    2.4695    31.7711      3.5540e-03           6.7747e+03      1.7848e-02
    2.4830    31.7767      3.8260e-03           6.7610e+03      1.9207e-02
    2.4966    31.7832      2.8280e-03           6.7413e+03      1.4191e-02
    2.5101    31.7906      2.6790e-03           6.7197e+03      1.3437e-02
    2.5237    31.7985      3.2440e-03           6.6966e+03      1.6263e-02
    2.5372    31.8069      2.3790e-03           6.6716e+03      1.1920e-02
    2.5508    31.8153      2.5190e-03           6.6447e+03      1.2615e-02
    2.5643    31.8232      3.2940e-03           6.6164e+03      1.6488e-02
    2.5778    31.8304      2.8420e-03           6.5872e+03      1.4219e-02
    2.5914    31.8360      3.3350e-03           6.5575e+03      1.6680e-02
    2.6049    31.8398      2.5310e-03           6.5261e+03      1.2656e-02
    2.6185    31.8409      2.5350e-03           6.4900e+03      1.2675e-02
    2.6320    31.8390      3.6460e-03           6.4498e+03      1.8232e-02
    2.6456    31.8334      2.9740e-03           6.4026e+03      1.4877e-02
    2.6591    31.8237      3.1850e-03           6.3614e+03      1.5942e-02
    2.6726    31.8096      3.6280e-03           6.3199e+03      1.8175e-02
    2.6862    31.7849      3.8900e-03           6.2787e+03      1.9518e-02
    2.6997    31.7558      3.0750e-03           6.2390e+03      1.5457e-02
    2.7133    31.7223      2.7220e-03           6.2070e+03      1.3712e-02
    2.7268    31.6848      3.1990e-03           6.1713e+03      1.6153e-02
    2.7404    31.6438      4.0450e-03           6.1359e+03      2.0477e-02
    2.7539    31.5997      4.3650e-03           6.1009e+03      2.2159e-02
    2.7675    31.5533      5.1170e-03           6.0660e+03      2.6053e-02
    2.7810    31.5057      5.4640e-03           5.9730e+03      2.7904e-02
    2.7945    31.4816      6.9720e-03           5.9814e+03      3.5659e-02
    2.8081    31.4308      6.1510e-03           5.9583e+03      3.1562e-02
    2.8216    31.3802      6.4910e-03           5.9378e+03      3.3414e-02
    2.8352    31.3308      9.9320e-03           5.9207e+03      5.1289e-02
    2.8487    31.2838      8.2130e-03           5.9074e+03      4.2540e-02
    2.8623    31.2404      1.0607e-02           5.9065e+03      5.5092e-02
    2.8758    31.2015      1.0740e-02           5.9003e+03      5.5922e-02
    2.8893    31.1682      1.5529e-02           5.8990e+03      8.1031e-02
    2.9029    31.1414      2.3230e-02           5.9027e+03      1.2142e-01
    2.9164    31.1217      2.3167e-02           5.9122e+03      1.2125e-01
    2.9300    31.1096      1.1566e-02           5.9279e+03      6.0579e-02
