  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    1.4008    19.5306      5.6000e-05           3.1598e+03      7.4420e-04
    1.4079    19.5234      4.2000e-05           3.1436e+03      5.5856e-04
    1.4149    19.5158      4.0000e-05           3.1260e+03      5.3237e-04
    1.4220    19.5079      5.0000e-05           3.1089e+03      6.6601e-04
    1.4290    19.4997      5.5000e-05           3.0908e+03      7.3322e-04
    1.4361    19.4911      6.7000e-05           3.0720e+03      8.9399e-04
    1.4432    19.4822      5.6000e-05           3.0521e+03      7.4790e-04
    1.4502    19.4730      5.6000e-05           3.0315e+03      7.4860e-04
    1.4573    19.4636      7.7000e-05           3.0103e+03      1.0303e-03
    1.4643    19.4539      6.4000e-05           2.9885e+03      8.5723e-04
    1.4714    19.4440      8.8000e-05           2.9659e+03      1.1799e-03
    1.4785    19.4340      7.1000e-05           2.9444e+03      9.5294e-04
    1.4855    19.4238      8.2000e-05           2.9222e+03      1.1017e-03
    1.4926    19.4136      7.8000e-05           2.8995e+03      1.0491e-03
    1.4996    19.4034      9.4000e-05           2.8779e+03      1.2656e-03
    1.5067    19.3932      1.1700e-04           2.8567e+03      1.5769e-03
    1.5138    19.3831      1.0100e-04           2.8367e+03      1.3627e-03
    1.5208    19.3731      1.3800e-04           2.8176e+03      1.8638e-03
    1.5279    19.3633      2.1200e-04           2.7998e+03      2.8662e-03
    1.5349    19.3539      1.8100e-04           2.7826e+03      2.4495e-03
    1.5420    19.3448      1.9100e-04           2.7682e+03      2.5872e-03
    1.5491    19.3361      1.5200e-04           2.7551e+03      2.0608e-03
    1.5561    19.3278      2.2100e-04           2.7454e+03      2.9989e-03
    1.5632    19.3201      2.0000e-04           2.7381e+03      2.7161e-03
    1.5841    19.2372      1.5000e-04           2.7034e+03      2.0546e-03
    1.6051    19.1435      2.2900e-04           2.7050e+03      3.1675e-03
    1.6261    19.0367      2.2200e-04           2.7239e+03      3.1053e-03
    1.6470    18.9154      1.8000e-04           2.7442e+03      2.5502e-03
    1.6680    18.7798      2.6200e-04           2.7588e+03      3.7657e-03
    1.6890    18.6307      5.6400e-04           2.7620e+03      8.2367e-03
    1.7099    18.4696      4.4500e-04           2.7547e+03      6.6126e-03
    1.7309    18.2980      5.0800e-04           2.7365e+03      7.6911e-03
    1.7519    18.1174      6.5600e-04           2.7095e+03      1.0131e-02
    1.7728    17.9816      4.1300e-04           5.5558e+03      6.4748e-03
    1.7938    17.9605      6.7700e-04           5.4567e+03      1.0639e-02
    1.8148    17.9162      9.9700e-04           5.3186e+03      1.5745e-02
    1.8357    17.8486      1.2970e-03           5.1480e+03      2.0638e-02
    1.8567    17.7585      1.1430e-03           4.9562e+03      1.8372e-02
    1.8777    17.6470      9.8500e-04           4.7524e+03      1.6033e-02
    1.8986    17.5158      7.0400e-04           4.5489e+03      1.1632e-02
    1.9196    17.3671      5.7700e-04           4.3543e+03      9.6973e-03
    1.9405    17.2034      2.7800e-04           4.1786e+03      4.7615e-03
    1.9615    17.0274      3.4900e-04           4.0237e+03      6.1018e-03
    1.9825    16.8419      2.5100e-04           3.8950e+03      4.4856e-03
    2.0034    16.6499      2.1600e-04           3.7931e+03      3.9497e-03
    2.0244    16.4541      2.3000e-04           3.7195e+03      4.3064e-03
    2.0454    16.2576      3.1400e-04           3.6701e+03      6.0221e-03
    2.0663    16.0629      3.9900e-04           3.6424e+03      7.8389e-03
    2.0873    15.8729      5.7900e-04           3.6351e+03      1.1649e-02
    2.1083    15.6897      9.0800e-04           3.6438e+03      1.8698e-02
    2.1292    15.5156      1.1840e-03           3.6668e+03      2.4931e-02
    2.1502    15.3524      1.7060e-03           3.6999e+03      3.6691e-02
    2.1712    15.2014      2.6290e-03           3.7413e+03      5.7670e-02
    2.1921    15.0638      3.4290e-03           3.7862e+03      7.6600e-02
    2.2131    14.9401      3.1410e-03           3.8348e+03      7.1333e-02
    2.2341    14.8307      4.0160e-03           3.8819e+03      9.2555e-02
    2.2550    14.7356      5.2020e-03           3.9282e+03      1.2144e-01
    2.2760    14.6545      4.7790e-03           3.9705e+03      1.1280e-01
    2.2970    14.5871      8.1890e-03           4.0108e+03      1.9508e-01
    2.3179    14.5328      4.3520e-03           4.0486e+03      1.0445e-01
    2.3389    14.4912      7.5360e-03           4.0838e+03      1.8191e-01
    2.3598    14.4618      6.6310e-03           4.1156e+03      1.6072e-01
    2.3808    14.4444      7.5310e-03           4.1353e+03      1.8297e-01
    2.4018    14.4386      7.7830e-03           4.1467e+03      1.8925e-01
    2.4153    14.1467      6.4060e-03           4.0486e+03      1.6226e-01
    2.4289    13.8492      8.5940e-03           3.9513e+03      2.2713e-01
    2.4424    13.7406      3.8500e-04           1.4314e+03      1.0337e-02
    2.4560    13.7800      3.5000e-04           1.4713e+03      9.3433e-03
    2.4695    13.8288      3.9700e-04           1.5215e+03      1.0523e-02
    2.4830    13.8857      3.3500e-04           1.5808e+03      8.8072e-03
    2.4966    13.9494      3.2500e-04           1.6479e+03      8.4665e-03
    2.5101    14.0188      3.9000e-04           1.7219e+03      1.0059e-02
    2.5237    14.0927      3.7800e-04           1.8018e+03      9.6479e-03
    2.5372    14.1697      4.3000e-04           1.8865e+03      1.0856e-02
    2.5508    14.2483      3.0400e-04           1.9751e+03      7.5906e-03
    2.5643    14.3274      4.6500e-04           2.0669e+03      1.1483e-02
    2.5778    14.4057      6.1900e-04           2.1613e+03      1.5120e-02
    2.5914    14.4822      4.6800e-04           2.2578e+03      1.1311e-02
    2.6049    14.5560      6.2500e-04           2.3561e+03      1.4953e-02
    2.6185    14.6266      3.7200e-04           2.4553e+03      8.8143e-03
    2.6320    14.6933      4.2600e-04           2.5554e+03      1.0002e-02
    2.6456    14.7559      5.4600e-04           2.6558e+03      1.2711e-02
    2.6591    14.8142      5.7300e-04           2.7564e+03      1.3235e-02
    2.6726    14.8680      5.7100e-04           2.8569e+03      1.3094e-02
    2.6862    14.9212      3.6900e-04           2.9570e+03      8.4013e-03
    2.6997    14.9702      6.5700e-04           3.0567e+03      1.4861e-02
    2.7133    15.0151      9.3700e-04           3.1556e+03      2.1068e-02
    2.7268    15.0560      1.1590e-03           3.2630e+03      2.5918e-02
    2.7404    15.0929      1.2020e-03           3.3618e+03      2.6748e-02
    2.7539    15.1258      1.2250e-03           3.4588e+03      2.7141e-02
    2.7675    15.1551      1.2890e-03           3.5538e+03      2.8449e-02
    2.7810    15.1808      1.0070e-03           3.6464e+03      2.2150e-02
    2.7945    15.2032      1.2180e-03           3.7361e+03      2.6712e-02
    2.8081    15.2225      2.1590e-03           3.8227e+03      4.7229e-02
    2.8216    15.2389      2.2960e-03           3.9057e+03      5.0118e-02
    2.8352    15.2527      2.1840e-03           3.9848e+03      4.7587e-02
    2.8487    15.2641      3.3740e-03           4.0598e+03      7.3406e-02
    2.8623    15.2734      3.1270e-03           4.1227e+03      6.7950e-02
    2.8758    15.2808      4.0450e-03           4.1896e+03      8.7813e-02
    2.8893    15.2866      6.8300e-03           4.2508e+03      1.4816e-01
    2.9029    15.2909      7.3350e-03           4.3059e+03      1.5902e-01
    2.9164    15.2938      7.9500e-03           4.3544e+03      1.7229e-01
    2.9300    15.2955      8.1110e-03           4.3958e+03      1.7574e-01
    2.9435    15.2960      1.4180e-03           4.4295e+03      3.0722e-02
    2.9760    15.3112      8.6580e-03           4.3455e+03      1.8721e-01
    3.0085    15.3561      3.3560e-03           4.2739e+03      7.2142e-02
    3.0409    15.4283      1.6400e-03           4.2207e+03      3.4925e-02
    3.0734    15.5239      5.8700e-04           4.1923e+03      1.2347e-02
    3.1059    15.6374      3.5500e-04           4.1964e+03      7.3592e-03
    3.1384    15.7622      1.9500e-04           4.2379e+03      3.9786e-03
    3.1708    15.8907      1.3900e-04           4.3138e+03      2.7904e-03
    3.2033    16.0151      1.2800e-04           4.4200e+03      2.5298e-03
    3.2358    16.1276      1.0700e-04           4.5527e+03      2.0853e-03
    3.2683    16.2221      1.4200e-04           4.7017e+03      2.7353e-03
    3.3007    16.2948      2.2100e-04           4.8531e+03      4.2191e-03
    3.3332    16.3454      3.7900e-04           4.9829e+03      7.1908e-03
    3.3657    16.3808      5.5400e-04           4.9392e+03      1.0466e-02
    3.3981    16.5146      1.4100e-04           3.8365e+03      2.6207e-03
    3.4306    16.8052      2.9300e-04           3.6295e+03      5.2591e-03
    3.4631    17.2709      3.3700e-04           3.3709e+03      5.7270e-03
    3.4956    17.8267      4.4300e-04           3.3929e+03      7.0663e-03
    3.5280    18.2750      1.0470e-03           4.3352e+03      1.5891e-02
    3.5605    17.9787      1.2920e-03           4.3926e+03      2.0262e-02
    3.5930    17.6490      1.1330e-03           4.4785e+03      1.8438e-02
    3.6255    17.2924      1.5520e-03           4.5781e+03      2.6309e-02
    3.6579    17.3855      9.4400e-04           3.3185e+03      1.5832e-02
    3.6904    17.5155      7.4500e-04           3.2695e+03      1.2310e-02
    3.7229    17.6282      2.9500e-04           3.2160e+03      4.8121e-03
    3.7554    17.7121      1.7200e-04           3.1766e+03      2.7792e-03
    3.7878    17.7497      1.5700e-04           3.2052e+03      2.5261e-03
    3.8203    17.7182      1.8400e-04           3.3958e+03      2.9710e-03
    3.8528    17.5994      2.0100e-04           3.8171e+03      3.2895e-03
    3.8852    17.3994      2.7300e-04           4.5664e+03      4.5711e-03
    3.9177    17.4436      2.8300e-04           6.4834e+03      4.7146e-03
    3.9502    17.5867      7.6700e-04           6.5704e+03      1.2571e-02
    3.9827    17.7338      6.8100e-04           6.6312e+03      1.0977e-02
    4.0151    17.8823      1.4560e-03           6.6755e+03      2.3080e-02
    4.0476    18.0308      1.0350e-03           6.7186e+03      1.6138e-02
    4.0801    18.1777      1.3900e-03           6.7549e+03      2.1324e-02
    4.1126    18.3213      2.4500e-03           6.7793e+03      3.6998e-02
    4.1450    18.4601      1.6970e-03           6.7920e+03      2.5243e-02
    4.1775    18.5923      2.9630e-03           6.7950e+03      4.3451e-02
    4.2100    18.7164      4.6100e-03           6.7890e+03      6.6709e-02
    4.2424    18.8306      2.0770e-03           6.7732e+03      2.9692e-02

    0.0000    20.4975      5.6000e-05           7.5241e+03      6.7564e-04
    0.0250    20.4874      6.2920e-02           7.4442e+03      7.5988e-01
    0.0499    20.4576      2.9636e-02           7.3435e+03      3.5896e-01
    0.0749    20.4090      2.0688e-02           7.2252e+03      2.5177e-01
    0.0998    20.3431      1.3903e-02           7.0931e+03      1.7030e-01
    0.1248    20.2622      1.0232e-02           6.9517e+03      1.2633e-01
    0.1498    20.1688      8.3410e-03           6.8023e+03      1.0394e-01
    0.1747    20.0659      7.4030e-03           6.6482e+03      9.3201e-02
    0.1997    19.9569      5.4490e-03           6.4866e+03      6.9352e-02
    0.2246    19.8452      5.7420e-03           6.3210e+03      7.3906e-02
    0.2496    19.7343      4.5600e-03           6.1489e+03      5.9354e-02
    0.2746    19.6273      3.2460e-03           5.9763e+03      4.2713e-02
    0.2995    19.5270      3.2440e-03           5.8023e+03      4.3126e-02
    0.3245    19.4355      3.2350e-03           5.6323e+03      4.3412e-02
    0.3494    19.3541      2.7970e-03           5.4700e+03      3.7851e-02
    0.3744    19.2834      2.3690e-03           5.3204e+03      3.2294e-02
    0.3993    19.2233      2.3280e-03           5.1861e+03      3.1934e-02
    0.4243    19.1729      1.8370e-03           5.0698e+03      2.5332e-02
    0.4493    19.1314      1.3070e-03           4.9692e+03      1.8101e-02
    0.4742    19.0975      1.5220e-03           4.8835e+03      2.1154e-02
    0.4992    19.0704      9.9100e-04           4.8132e+03      1.3813e-02
    0.5241    19.0495      9.0900e-04           4.7506e+03      1.2698e-02
    0.5491    19.0348      7.8800e-04           4.6898e+03      1.1025e-02
    0.5741    19.0270      4.6700e-04           4.6217e+03      6.5389e-03
    0.5990    19.0279      2.6000e-04           4.5404e+03      3.6402e-03
    0.6240    19.0403      2.2800e-04           4.4367e+03      3.1880e-03
    0.6489    19.0681      1.1600e-04           4.3093e+03      1.6172e-03
    0.6739    19.1154      7.5000e-05           4.1681e+03      1.0405e-03
    0.6989    19.1845      6.6000e-05           4.0410e+03      9.0902e-04
    0.7238    19.2735      5.8000e-05           3.9605e+03      7.9147e-04
    0.7488    19.3754      6.2000e-05           3.9463e+03      8.3718e-04
    0.7737    19.4809      6.3000e-05           3.9990e+03      8.4150e-04
    0.7987    19.5810      8.1000e-05           4.1026e+03      1.0709e-03
    0.8237    19.6693      9.4000e-05           4.2412e+03      1.2316e-03
    0.8486    19.7416      2.0800e-04           4.4037e+03      2.7054e-03
    0.8736    19.7957      3.2200e-04           4.5837e+03      4.1653e-03
    0.8985    19.8310      3.0900e-04           4.7718e+03      3.9829e-03
    0.9235    19.8477      7.7900e-04           4.9666e+03      1.0024e-02
    0.9484    19.8468      1.8170e-03           5.1621e+03      2.3383e-02
    0.9734    19.8293      3.1570e-03           5.3531e+03      4.0700e-02
    0.9984    19.7968      1.3310e-03           5.5275e+03      1.7215e-02
    1.0078    19.7912      2.1330e-03           5.5491e+03      2.7604e-02
    1.0172    19.7847      2.4370e-03           5.5710e+03      3.1559e-02
    1.0266    19.7773      3.7520e-03           5.5945e+03      4.8625e-02
    1.0360    19.7692      2.8300e-03           5.6197e+03      3.6706e-02
    1.0454    19.7604      2.8730e-03           5.6438e+03      3.7297e-02
    1.0548    19.7511      2.8790e-03           5.6672e+03      3.7410e-02
    1.0643    19.7414      2.8770e-03           5.6937e+03      3.7421e-02
    1.0737    19.7313      1.5480e-03           5.7204e+03      2.0155e-02
    1.0831    19.7210      1.4020e-03           5.7476e+03      1.8273e-02
    1.0925    19.7106      1.4400e-03           5.7744e+03      1.8789e-02
    1.1019    19.7000      1.0030e-03           5.8028e+03      1.3101e-02
    1.1113    19.6895      1.0300e-03           5.8302e+03      1.3468e-02
    1.1207    19.6790      5.3600e-04           5.8564e+03      7.0160e-03
    1.1302    19.6687      6.5400e-04           5.8819e+03      8.5695e-03
    1.1396    19.6586      8.0500e-04           5.9068e+03      1.0559e-02
    1.1490    19.6488      6.1600e-04           5.9299e+03      8.0880e-03
    1.1584    19.6393      9.9400e-04           5.9535e+03      1.3064e-02
