     1	    6.44588E+01
     2	    2.16596E+02
     3	    2.17997E+02
     4	    2.16835E+02
     5	    1.73565E+02
     6	    1.53975E+02
     7	    1.25634E+02
     8	    9.15994E+01
     9	    8.35009E+01
    10	    7.01023E+01
    11	    5.67793E+01
    12	    5.12609E+01
    13	    4.90693E+01
    14	    3.99281E+01
    15	    3.83555E+01
    16	    3.39891E+01
    17	    3.00637E+01
    18	    2.85393E+01
    19	    2.33143E+01
    20	    2.59047E+01
    21	    2.15259E+01
    22	    2.02724E+01
    23	    1.90385E+01
    24	    1.90102E+01
    25	    2.10309E+01
    26	    2.11286E+01
    27	    1.84530E+01
    28	    1.78218E+01
    29	    1.99819E+01
    30	    1.90472E+01
    31	    1.70462E+01
    32	    1.42700E+01
    33	    1.60947E+01
    34	    1.69472E+01
    35	    1.82715E+01
    36	    1.97736E+01
    37	    2.13236E+01
    38	    1.86355E+01
    39	    2.24043E+01
    40	    2.34384E+01
    41	    1.84815E+01
    42	    2.21393E+01
    43	    2.30950E+01
    44	    1.57727E+01
    45	    2.44524E+01
    46	    1.69876E+01
    47	    1.88598E+01
    48	    2.10559E+01
    49	    1.59498E+01
    50	    1.33432E+01
    51	    1.46466E+01
    52	    1.31554E+01
    53	    1.00350E+01
    54	    9.25150E+00
    55	    5.44500E+00
    56	    5.48618E+00
    57	    5.76817E+00
    58	    4.43998E+00
    59	    4.40855E+00
    60	    4.42888E+00
    61	    3.94481E+00
    62	    4.14233E+00
    63	    4.75603E+00
    64	    4.21479E+00
    65	    3.23600E+00
    66	    3.53406E+00
    67	    3.85245E+00
    68	    4.21209E+00
    69	    4.14471E+00
    70	    3.46318E+00
    71	    3.59745E+00
    72	    3.89513E+00
    73	    4.88158E+00
    74	    3.42107E+00
    75	    4.33003E+00
    76	    5.15043E+00
    77	    4.22666E+00
    78	    4.99824E+00
    79	    4.31671E+00
    80	    9.05269E+00
    81	    6.92894E+00
    82	    8.73695E+00
    83	    6.18467E+00
    84	    5.42415E+00
    85	    1.05282E+01
    86	    1.15947E+01
    87	    1.23902E+01
    88	    7.89473E+00
    89	    1.11925E+01
    90	    1.48810E+01
    91	    1.51581E+01
    92	    1.32634E+01
    93	    1.05765E+01
    94	    1.12205E+01
    95	    1.35564E+01
    96	    1.23545E+01
    97	    7.99133E+00
    98	    6.95897E+00
    99	    1.17975E+01
   100	    1.28597E+01
   101	    1.30122E+01
   102	    1.22262E+01
   103	    1.05855E+01
   104	    1.16060E+01
   105	    1.07875E+01
   106	    1.06991E+01
   107	    9.64172E+00
   108	    9.85417E+00
   109	    1.01125E+01
   110	    8.98734E+00
   111	    8.46689E+00
   112	    9.57653E+00
   113	    7.47041E+00
   114	    7.71661E+00
   115	    8.52090E+00
   116	    8.67541E+00
   117	    8.82074E+00
   118	    9.56034E+00
   119	    8.85048E+00
   120	    1.06335E+01
   121	    1.02930E+01
   122	    1.03639E+01
   123	    9.30615E+00
   124	    9.71577E+00
   125	    7.98466E+00
   126	    9.93175E+00
   127	    1.29856E+01
   128	    1.00877E+01
   129	    7.47036E+00
   130	    1.00877E+01
   131	    1.29856E+01
   132	    9.93175E+00
   133	    7.98466E+00
   134	    9.71577E+00
   135	    9.30615E+00
   136	    1.03639E+01
   137	    1.02930E+01
   138	    1.06335E+01
   139	    8.85048E+00
   140	    9.56034E+00
   141	    8.82074E+00
   142	    8.67541E+00
   143	    8.52090E+00
   144	    7.71661E+00
   145	    7.47041E+00
   146	    9.57653E+00
   147	    8.46689E+00
   148	    8.98734E+00
   149	    1.01125E+01
   150	    9.85417E+00
   151	    9.64172E+00
   152	    1.06991E+01
   153	    1.07875E+01
   154	    1.16060E+01
   155	    1.05855E+01
   156	    1.22262E+01
   157	    1.30122E+01
   158	    7.13459E+00
   159	    8.58777E+00
   160	    1.14399E+01
   161	    1.41616E+01
   162	    7.65883E+00
   163	    8.85284E+00
   164	    7.40251E+00
   165	    9.36583E+00
   166	    1.09600E+01
   167	    9.94154E+00
   168	    8.18071E+00
   169	    9.61267E+00
   170	    1.26320E+01
   171	    1.07812E+01
   172	    1.18070E+01
   173	    1.14345E+01
   174	    1.48348E+01
   175	    1.21171E+01
   176	    1.33423E+01
   177	    1.72356E+01
   178	    1.96253E+01
   179	    1.66576E+01
   180	    2.05345E+01
   181	    2.38811E+01
   182	    2.39440E+01
   183	    2.96858E+01
   184	    3.61974E+01
   185	    3.62657E+01
   186	    4.22811E+01
   187	    3.87839E+01
   188	    3.85196E+01
   189	    3.67041E+01
   190	    4.22965E+01
   191	    4.72727E+01
   192	    4.08337E+01
   193	    4.21492E+01
   194	    4.20119E+01
   195	    3.57678E+01
   196	    3.54305E+01
   197	    2.96660E+01
   198	    2.62575E+01
   199	    2.17618E+01
   200	    1.92173E+01
   201	    1.73711E+01
   202	    1.91449E+01
   203	    1.76855E+01
   204	    1.47357E+01
   205	    1.66577E+01
   206	    1.63215E+01
   207	    1.66351E+01
   208	    1.39951E+01
   209	    1.21312E+01
   210	    1.29486E+01
   211	    1.53354E+01
   212	    1.71724E+01
   213	    1.34416E+01
   214	    1.27364E+01
   215	    1.43411E+01
   216	    1.55888E+01
   217	    1.51594E+01
   218	    1.42579E+01
   219	    1.66995E+01
   220	    1.79432E+01
   221	    1.77735E+01
   222	    1.74437E+01
   223	    1.69314E+01
   224	    2.07372E+01
   225	    1.99826E+01
   226	    2.50534E+01
   227	    2.10640E+01
   228	    2.16947E+01
   229	    2.68678E+01
   230	    2.65556E+01
   231	    3.22670E+01
   232	    2.68683E+01
   233	    3.52767E+01
   234	    3.89741E+01
   235	    3.62673E+01
   236	    3.90192E+01
   237	    4.77314E+01
   238	    5.11678E+01
   239	    5.00168E+01
   240	    5.54964E+01
   241	    5.11467E+01
   242	    5.56451E+01
   243	    6.57769E+01
   244	    6.51215E+01
   245	    6.22431E+01
   246	    6.70988E+01
   247	    7.22071E+01
   248	    7.71565E+01
   249	    7.20598E+01
   250	    7.63218E+01
   251	    7.38168E+01
   252	    7.67512E+01
   253	    7.15346E+01
   254	    7.26171E+01
   255	    6.91268E+01
   256	    6.44389E+01
   257	    6.09662E+01
   258	    6.34714E+01
   259	    5.61715E+01
   260	    5.59456E+01
   261	    5.32744E+01
   262	    5.22783E+01
   263	    5.25987E+01
   264	    5.23812E+01
   265	    5.35502E+01
   266	    5.34719E+01
   267	    5.14553E+01
   268	    5.11221E+01
   269	    4.83863E+01
   270	    5.56749E+01
   271	    5.60138E+01
   272	    5.49565E+01
   273	    5.52788E+01
   274	    5.54480E+01
   275	    6.22550E+01
   276	    5.92670E+01
   277	    5.78816E+01
   278	    6.50901E+01
   279	    7.26408E+01
   280	    7.25995E+01
   281	    7.15908E+01
   282	    8.43216E+01
   283	    8.81954E+01
   284	    1.06310E+02
   285	    1.16092E+02
   286	    1.35595E+02
   287	    1.58741E+02
   288	    1.73598E+02
   289	    2.01030E+02
   290	    2.29746E+02
   291	    2.36790E+02
   292	    2.95326E+02
   293	    2.93567E+02
   294	    3.91258E+02
   295	    6.44588E+01
   296	    3.26798E+02
   297	    2.36031E+02
   298	    1.72529E+02
   299	    1.41215E+02
   300	    1.22676E+02
   301	    9.02594E+01
   302	    6.26096E+01
   303	    4.96909E+01
   304	    3.64130E+01
   305	    2.47826E+01
   306	    1.76361E+01
   307	    1.21375E+01
   308	    1.01888E+01
   309	    8.91429E+00
   310	    6.97968E+00
   311	    5.12862E+00
   312	    4.49645E+00
   313	    3.26403E+00
   314	    2.42161E+00
   315	    2.28260E+00
   316	    1.59607E+00
   317	    1.40858E+00
   318	    9.24508E-01
   319	    1.00941E+00
   320	    7.16485E-01
   321	    4.57850E-01
   322	    6.27975E-01
   323	    4.35440E-01
   324	    3.17408E-01
   325	    3.59230E-01
   326	    3.20581E-01
   327	    1.96331E-01
   328	    2.41883E-01
   329	    2.19803E-01
   330	    1.81552E-01
   331	    1.96918E-01
   332	    2.17808E-01
   333	    2.55978E-01
   334	    2.82476E-01
   335	    3.20435E-01
   336	    4.20939E-01
   337	    4.36702E-01
   338	    6.06077E-01
   339	    6.94757E-01
   340	    7.58862E-01
   341	    1.20668E+00
   342	    1.53280E+00
   343	    1.51927E+00
   344	    2.13050E+00
   345	    2.23044E+00
   346	    2.72430E+00
   347	    3.33853E+00
   348	    5.86983E+00
   349	    5.05448E+00
   350	    5.78386E+00
   351	    1.07377E+01
   352	    1.29601E+01
   353	    8.70510E+00
   354	    1.98601E+01
   355	    2.03707E+01
   356	    2.19892E+01
   357	    2.26173E+01
   358	    3.07256E+01
   359	    2.26908E+01
   360	    2.50215E+01
